name,roaster,roast,loc_country,origin,100g_USD,rating,review_date,review
Kenya Muranga Gondo,Temple Coffee and Tea,Medium-Light,United States,Kenya,6.17,93,201808,"Spice-toned, richly sweet, deeply savory. White peach, fine musk, freesia, almond, myrrh in aroma and cup. Delicate, sweet-savory structure, with bright, juicy acidity. The resonant, richly drying finish leads with white peach and musk in the short, rounding to notes of sweet almond with a hint of myrrh in the long."
Granja La Esperanza Tres Dragones Natural,PT's Coffee Roasting,Medium-Light,United States,Colombia,6.91,93,201808,"Evaluated as espresso. Fruit-toned, chocolaty. Black cherry, brandy, dark chocolate, sandalwood, lavender in aroma and small cup. Crisp, silky mouthfeel; spice-toned finish, redolent of sandalwood. A hint of sweet, brandy-like ferment lingers in three parts milk, supported by deep chocolate notes and spicy aromatic wood."
Ethiopia Yirgacheffe Kochere,Blues Brew Coffee,Medium-Light,Taiwan,Ethiopia,6.4,93,201902,"Delicate, sweetly herbaceous. Cocoa nib, bergamot, narcissus-like flowers, black tea, cedar in aroma and cup. Sweet-savory structure with rich, citrusy acidity; full, syrupy mouthfeel. The finish is redolent with notes of bergamot and narcissus in the short, cocoa-toned cedar in the long."
Kenya Rugeto Peaberry,Temple Coffee and Tea,Medium,United States,Kenya,5.88,93,201812,"Richly sweet, spice-toned. Roasted cacao nib, tamarind, tangerine zest, freesia-like flowers, almond in aroma and cup. Sweet-tart structure with juicy acidity; crisp, satiny mouthfeel. Resonant finish centers on notes of cocoa-toned tamarind and freesia."
Ethiopia Tadese Yonka,Gracenote Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,93,201902,"Fruit-centered, crisply sweet. Bing cherry, magnolia, oak, agave syrup, baker’s chocolate in aroma and cup. Sweet-toned structure with gentle acidity; satiny, full mouthfeel. The short finish leads with notes of cherry and baker’s chocolate, rounding to deep, low-toned flowers in the long."
Holiday Blend,Olympia Coffee Roasting,Medium-Light,United States,Ethiopia,5.73,93,201812,"Delicate, sweetly savory. Red currant, honeysuckle, roasted cacao nib, agave syrup, eucalyptus in aroma and cup. Lively acidity lifts the sweet-savory structure; full, syrupy mouthfeel. The richly drying finish consolidates to notes of red currant, eucalyptus and cacao nib."
Ethiopia Gora Kone Sidamo,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,93,201901,"Fruit-forward, richly chocolaty. Raspberry coulis, chocolate fudge, brandy, cedar, mace in aroma and cup. Sweet-tart structure with gentle, rounded acidity; full, creamy mouthfeel. Fruit-toned finish: think berries enveloped in chocolate, with a hint of mace in the long."
Ecuador Finca Carolina Fausto Romo,PT's Coffee Roasting Co.,Medium-Light,United States,Ecuador,6.91,93,201903,"Rich-toned, deeply sweet and complexly engaging. Black cherry, dark caramel, hazelnut, magnolia-like flowers, cedar in aroma and cup. Sweet-toned structure with round, gentle acidity; plush, syrupy mouthfeel. Caramelly finish, with hazelnut and magnolia in the foreground."
Sumatra Aceh Gayo Mountain Kenawat Raisin Honey,Small Eyes Cafe,Medium-Light,Taiwan,Indonesia,6.8,93,201904,"Deep, rich, pungent. Fresh cantaloupe, tangerine zest, caramelly chocolate, sandalwood, magnolia-like flowers in aroma and cup. Roundly and sweetly brisk in structure; satiny in mouthfeel. Fruit, floral and sandalwood carry into a crisply drying though sweet-toned finish."
Sumatra Pantan Musara,Paradise Roasters,Medium-Light,United States,Indonesia,5.86,93,201904,"Richly and vivaciously sweet-savory. Pipe tobacco, date, grapefruit zest, spearmint, rose-like flowers in aroma and cup. Sweetly tart and deeply savory, almost meaty in structure. Syrupy but crisply drying mouthfeel. Flavor consolidates around grapefruit, spearmint and rose in a savory-bottomed, lasting finish."
Ecuador Pichincha Typica,Paradise Roasters,Medium-Light,United States,Ecuador,7.61,93,201903,"Richly sweet-savory, spice-toned. Lemon verbena, mango, cacao nib, freesia-like flowers, almond butter in aroma and cup. Balanced, bittersweet structure with vibrant, juicy acidity; delicate, silky-smooth mouthfeel. The resonant, lingering finish centers around cocoa-toned mango and almond."
Panama Finca Lerida Geisha Black Honey,Willoughby's Coffee & Tea,Medium-Light,United States,Panama,11.75,93,201812,"Big, round, deeply and pungently layered. Fragrant cedar, lavender, baker’s chocolate, Concord grape, a hint of mace in aroma and cup. Bittersweet and rich in structure; fat and plush in mouthfeel with a drying edge. Concord grape and cedar dominate in a continuing pungent but quite sweet finish. "
Panama Finca Lerida Geisha Washed,Willoughby's Coffee & Tea,Medium-Light,United States,Panama,11.75,93,201812,"Crisp, delicately but intricately floral- and spice-toned. Jasmine, walnut, pipe tobacco, sandalwood, ripe peach, a hint of lime zest in aroma and cup. Brisk and vivacious in structure; light, silky mouthfeel. Flavor layers but rings on in a jasmine-toned, gently drying finish."
Civet Yirgacheffe Sisota,"Good Chance Biotechnology, Ltd.",Medium-Light,Taiwan,Ethiopia,90.83,93,201801,"Richly savory, sweetly herb-toned. Baker’s chocolate, fennel, black cherry, cedar, wisteria-like flowers in aroma and cup. Round, deeply sweet in structure; syrupy mouthfeel. The cocoa-toned finish leads with black cherry in the short, which settles into a cedar-toned flowers in the long. "
Civet Ethiopia Papilio Sidamo,"Good Chance Biotechnology, Ltd.",Medium-Light,Taiwan,Ethiopia,90.83,93,201801,"Delicately sweet-tart, fruit-toned. Strawberry, aged rum, cocoa powder, pink peppercorn, celery seed in aroma and cup. Sweetly fermenty in structure; satiny-smooth in mouthfeel. A hint of aged rum carries the finish, accompanied by berry notes in the short and spice-toned savory notes in the long."
Ethiopia Holy Grail Natural Yirgacheffe,Simon Hsieh’s Aroma Roast Coffees,Medium,Taiwan,Ethiopia,17.7,93,201801,"Evaluated as espresso. Crisply sweet-tart. Frangipane, dark chocolate, cedar, tamarind, jasmine in aroma and small cup. Crisp, velvety mouthfeel; nut-toned, richly tannic finish. In cappuccino-scaled milk, invitingly bittersweet, with notes of dark chocolate and jasmine in harmony."
Estate Medium Roast,Ka'u Specialty Coffee,Medium-Light,Hawai'i,Hawai'I,13.0,93,201801,"Deeply sweet, delicately zesty, complexly fruit- and floral-toned. Peach, grapefruit zest, alyssum-like flowers, dark chocolate, cinnamon in aroma and cup. Sweetly tart in structure, with a deepening savory-bitter edge. Light, satiny mouthfeel; flavor saturates a deep, richly floral and chocolate-toned finish."
Auromar Gesha Natural,PT's Coffee Roasting,Light,United States,Panama,17.64,93,201712,"Delicate, crisply sweet. Dried coconut, baker’s chocolate, candied violet, cedar, nutmeg in aroma and cup. Balanced, sweet-tart structure; silky mouthfeel. The gently drying finish is carried by notes of chocolate-toned coconut in the short and cedar in the long, with a whisper of sweet candied violet."
Nicaragua Mierisch Finca La Huella Yellow Pacamara Honey,Small Eyes Cafe,Light,Taiwan,Nicaragua,11.02,93,201811,"Aromatically subtle, sweetly tart. Pie cherry, roasted cacao nib, pistachio, thyme, freesia-like flowers in aroma and cup. Sweetly tart structure with juicy, vibrant acidity; viscous, syrupy acidity. The finish consolidates to notes of cocoa-toned pie cherry and freesia."
Kenya AA Top Gachatha,GK Coffee,Medium-Light,Taiwan,Kenya,9.6,93,201811,"Crisply sweet, impressively balanced. Black currant, maple syrup, almond, cedar, lilac-like flowers in aroma and cup. Sweet-tart in structure with juicy, vibrant acidity; velvety-smooth mouthfeel. The finish consolidates to black currant and maple syrup with undercurrents of hazelnut and cedar."
Ethiopia Dumerso,The Curve Coffee Roasting Co.,Medium-Light,Taiwan,Ethiopia,8.5,93,201806,"Rich-toned, fruit-forward. Strawberry, baker’s chocolate, honeysuckle-like flowers, almond, frankincense in aroma and cup. Bittersweet structure with brisk acidity; plush, syrupy mouthfeel. The short finish is centered around berry and floral notes, while cocoa-toned almond with a hint of frankincense characterizes the long."
Ka’u Oro Yeast Typica,Rusty's Hawaiian Coffee,Medium-Light,Hawai'i,Hawai'I,12.35,93,201804,"Deeply sweet, richly savory. Lemongrass, graham cracker, sassafras, roasted cacao nib, jasmine in aroma and cup. Sweet-savory structure, with round acidity; satiny-smooth mouthfeel. The short finish is resonant with notes of lemongrass and jasmine, rounding to cocoa and graham cracker in the long."
Sumatra Gayo King Mandheling,Fumi Coffee,Medium,Taiwan,Indonesia,8.38,93,201904,"Richly sweet, subtly earth-toned, lightly roasty. Distinct dark chocolate, black cherry, fresh-turned loam, cedar, freesia-like flowers in aroma and cup. Sweet-tart in structure, with a savory bottom. Lightly syrupy mouthfeel. The loamy earth notes and dark chocolate dominate in a very sweet, layered finish."
100% Kona Bourbon,Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,13.23,93,201903,"Richly sweet-savory, cocoa-toned. Apricot, cocoa nib, maple syrup, jasmine, hint of marjoram in aroma and cup. Sweetly savory in structure with pert acidity; plush, syrupy mouthfeel. Rich, resonant finish that leads with apricot and jasmine in the short, rounding to crisp cocoa nib in the long."
Feku Double,Barrington Coffee Roasting,Medium-Light,United States,Ethiopia,11.76,93,201902,"Bright, crisp, sweetly tart. Apricot, almond, cocoa nib, cedar, honey in aroma and cup. Sweet-tart structure with juicy acidity; velvety mouthfeel. A quietly rich finish centers around apricot and honey, with cocoa nuance."
Auromar Geisha Natural,Willoughby's Coffee & Tea,Medium-Light,United States,Panama,16.17,93,201812,"Cleanly fruit-toned, delicately rich. Rum cordial, orange zest, coconut, plum, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; plump, satiny-smooth mouthfeel. The inviting finish leads with coconut and plum in the short, with notes of cedar and rum cordial returning in the long."
Yemen Matari,Baba Java Coffee,Medium,United States,Yemen,12.35,93,201905,"Very sweet, richly perfumed, wood-framed. Pipe-tobacco, lychee fruit, spice box, freesia-like flowers, amber and musk in aroma and cup. Richly, densely composed structure, crisply tart acidity. Impressively syrupy-smooth mouthfeel. The finish consolidates pleasantly into a slightly drying though rich-toned, spicy tobacco."
Puna Barrel-Aged,Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,10.93,93,201905,"Sweetly spice-toned, richly chocolaty. Salted chocolate, hop flowers, Concord grape, ginger, a hint of aged grappa in aroma and cup. Sweet-savory structure with fruit-forward, wine-toned acidity; full, syrupy mouthfeel. The finish leads with Concord grape and ginger in the short, followed by hops in the long, all bound by a throughline of savory-sweet chocolate and aged grappa."
Kenya Safari AB Top,Plat Coffee Roastery,Medium,Hong Kong,Kenya,16.29,93,201904,"Rich, crisp and spicy. Complex aroma and flavor: blackcurrant, dried blackberry, sandalwood, blood orange zest, lavender. Deeply pungent in structure. Long, resonant finish; a cocoa hint surfaces to complicate orangy citrus and lavender-like floral notes. "
Andi Sumatra,JBC Coffee Roasters,Medium-Light,United States,Indonesia,5.73,92,202009,"Deep-toned, richly sweet. Date, magnolia, molasses, almond, cedar in aroma and cup. Sweet structure with round, gentle acidity; full, syrupy mouthfeel. Finish consolidates to notes of molasses and almond."
José Flores El Salvador Natural,Duluth Coffee,Medium,United States,El Salvador,9.92,91,201908,"A deep sweetness and considerable complexity resonate impressively inside a bitter-savory structure. Hints of blueberry and guava, spearmint, cocoa, rose, a hint of clove in aroma and cup. Fully, syrupy mouthfeel. Flavor carries persuasively into a rich though bittersweet finish."
Ethiopia Guji Uraga Wolisho Natural,Euphora Coffee,Medium-Light,Taiwan,Ethiopia,6.23,91,202002,"Balanced, rich-toned. Pomegranate, baking chocolate, cedar, freesia, almond in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. Wood-framed finish supported by notes of pomegranate and freesia."
Kenya Chania Estate,Temple Coffee Roasters,Medium,United States,Kenya,6.76,92,201908,"Roast-rounded, savory-sweet. Ripe tomato, baker’s chocolate, scorched oak, toffee, magnolia in aroma and cup. Balanced, sweet-savory structure with gentle acidity; crisp, satiny mouthfeel. The resonant finish consolidates to notes of sweet tomato and baker’s chocolate with a hint of magnolia."
Mario Aguilar Grand Cru El Salvador,Deeper Roots Coffee,Medium,United States,El Salvador,7.35,91,201908,"Deeply sweet, pungent, with a very slight roasty edge. Cedar, dark chocolate, candied walnut, dried peach, narcissus-like flowers in aroma and cup. Sweetly and roundly brisk in structure; lightly syrupy mouthfeel. Chocolate dominates in the short finish, cedar in the long."
Ethiopia Yirgacheffe Washed,MK Coffee Roasters,Medium,Taiwan,Ethiopia,6.4,91,201912,"Delicately sweet, bright-toned. Lemon zest, rhododendron, baking chocolate, fresh-cut fir, molasses in aroma and cup. Gentle, lively acidity; light, satiny mouthfeel. Lemon zest and chocolate carry into a sweet, gently drying finish. "
Guatemala Los Santos,Temple Coffee Roasters,Medium-Light,United States,Guatemala,5.58,92,201908,"Bittersweet, rich-toned. Date, grapefruit zest, hazelnut, cedar, freesia-like flowers in aroma and cup. Sweet-toned structure with brisk acidity; full, syrupy mouthfeel. The finish is framed by aromatic wood notes (cedar) with date and hazelnut undertones and a throughline of grapefruit zest."
Kenya Kiambu “Summer Love”,Rotate Fun Club,Medium,Taiwan,Kenya,8.53,91,201912,"Rich-toned, deeply sweet. Date, magnolia, hazelnut, cedar, agave syrup in aroma and cup. Sweet in structure with round, gentle acidity; satiny-smooth mouthfeel. Finish consolidates to notes of date, hazelnut and cedar."
Guatemala La Folie,Big Shoulders Coffee,Medium-Light,United States,Guatemala,6.17,92,201912,"Deeply sweet, richly nut-toned. Hazelnut butter, magnolia-like flowers, crisp pear, cedar, agave syrup in aroma and cup. Sweet in structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish consolidates to deep nut and rich aromatic wood."
Kona Double-Washed Black Rock Farm,Paradise Roasters,Medium-Light,United States,Hawai'I,5.86,92,202002,"Crisply sweet, deep-toned. Hazelnut butter, orange zest, baking chocolate, fresh-cut fir, freesia in aroma and cup. Sweet structure with crisp, citrusy acidity; smooth, satiny mouthfeel. Nut-toned finish with baking chocolate and orange zest as supporting notes."
Ethiopia Reko Estate Yirgacheffe,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.73,92,202002,"Sweet, quietly intense, floral-toned. Rose, sandalwood, cashew, lemon verbena, a hint of mace in aroma and cup. Crisp and balanced in structure; silky mouthfeel. Flowers carry on deep into the finish."
